Timestamp;(left_eye_origin.x,left_eye_origin.y,left_eye_origin.z);(left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z);(right_eye_origin.x,right_eye_origin.y,right_eye_origin.z);(right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z);(combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z);(combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z);(Camera_position.x,Camera_position.y,Camera_position.z);(Camera_rotation.x,Camera_rotation.y,Camera_rotation.z,Camera_rotation.w);(hitpoint.x,hitpoint.y,hitpoint.z);hitpoint_name;messages;
0.88388;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
0.89192;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
0.90048;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
0.90864;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
0.91864;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
0.92597;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.93378;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.94256;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.95060;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.95862;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.96836;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.97648;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.98449;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
0.99385;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.203, 4.000);Walls;
1.00214;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.203, 4.000);Walls;
1.01103;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.02004;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.02786;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.03676;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.04547;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.05385;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.06255;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.07090;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.07857;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.08824;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.09620;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.10475;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.11373;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.12397;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.203, 4.000);Walls;
1.13044;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.13971;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.14772;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.15664;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.16542;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.17381;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.18263;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.19147;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.19919;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.20813;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
1.21605;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
1.22432;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
1.23264;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
1.24089;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.205, 4.000);Walls;
1.24964;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.206, 4.000);Walls;
1.25849;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.206, 4.000);Walls;
1.26641;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.206, 4.000);Walls;
1.27540;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.206, 4.000);Walls;
1.28344;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.206, 4.000);Walls;
1.29144;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.30026;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.30840;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.31667;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.32716;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.886, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.33388;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.658, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.34261;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.35069;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.35881;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.36767;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.37563;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.38379;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.39268;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.888, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.205, 4.000);Walls;
1.40049;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.40927;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.368, 1.204, 4.000);Walls;
1.41705;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.42495;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.43382;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
1.44196;(-0.03100, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.02900, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(-0.00100, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(-0.659, 0.887, 1.435);(-0.061, -0.133, 0.008, 0.989);(-1.369, 1.204, 4.000);Walls;
